created_at,display_name,followers,friends,handler_name,likes,retweets,text,user_description,user_location
2019-04-01 12:02:42,Nitesh Pusham,3.0,13.0,NiteshPusham5,0.0,1292.0,"RT @dhruv_rathee: ""We never said we will jail Robert Vadra""
""We said we will jail corrupts""
""Robert Vadra did rampant corruption"" 

Khud hi…","Master's in Biotech/
Volunteer/
Extrovert/
Avid reader/ 
Man in nation building|",
2019-04-01 12:02:41,#एक_ही_चौकीदार_चोर_है।,2076.0,953.0,vilassawadh,0.0,113.0,"RT @geetv79: This is the kind of fakery &amp; false prachar which we can fully expect in the near future, with Pracharak hand-in-glove with a c…","Believes in Congress party. Believes in
Sonia, Rahul, and Priyanka, Will lead the
Nation to the glorious future, of the country.",
2019-04-01 12:02:36,Wali Usmani,1.0,47.0,WaliUsmani5,1.0,0.0,#ModiMatBanao,,"सहानरपुर, भारत"
2019-04-01 12:02:34,Kirpal,2629.0,2567.0,Kirpal33292183,0.0,143.0,"RT @Fekoslovakian: अप्रैल फूल बनाया तो उनको जुस्सा आया!😂😂😂
#ModiMatBanao #AprilFools #fekudivas https://t.co/5INMLUrom5",Anti jumla parti and IT cell,"Una, India"
2019-04-01 12:02:33,Anshuman Reuben (अंशुमन रूबिन/انشومین ربین),212.0,445.0,anshumanreuben,0.0,1292.0,"RT @dhruv_rathee: ""We never said we will jail Robert Vadra""
""We said we will jail corrupts""
""Robert Vadra did rampant corruption"" 

Khud hi…","'Mercurial' sometimes, but an 'Epitome of Cool' who dreams big and observes life with a pinch of humor.","New Delhi, India"
2019-04-01 12:02:30,MHAQUE,82.0,275.0,Mashirhaque,0.0,530.0,"RT @Pawankhera: आज कल मोदी जी के समर्थक बड़े परेशान हैं। जहाँ वोट माँगने जाते हैं, वहीं वोटर बोल देता है “भाई यहाँ से जाओ, हमें फिर से #Mod…",,"DAMLA, INDIA"
2019-04-01 12:02:30,Abhinav Singh Malik,1474.0,266.0,abhinavsinghinc,0.0,23.0,"RT @srinivasiyc: LOL. Just proves BJP has no guts to stand in front of a towering leader like Shri @RahulGandhi!

#ModiMatBanao https://t.c…","Advocate, National Coordinator @NSUI, Ex. State General Secretary & State Coordinator @NSUIUttarakhand, Ex. State General Secretary @INCUttarakhand (IT)",India
2019-04-01 12:02:29,Mohit Anand,1605.0,392.0,amohit17,47.0,25.0,@RahulGandhi is contesting from a seat which has 100% Indians! #ModiMatBanao https://t.co/dSScQaVCnl,"Proud Indian, techie, gamer. Die hard Rod Stewart fan.",Gurgaon
2019-04-01 12:02:29,Tav Lin,98.0,469.0,singhTavlin,0.0,1292.0,"RT @dhruv_rathee: ""We never said we will jail Robert Vadra""
""We said we will jail corrupts""
""Robert Vadra did rampant corruption"" 

Khud hi…","Labour Law Consultant//FEMINIST/ Atheist//EPFO//ESI//Communism, Marxism–Leninism//",India
2019-04-01 12:02:28,kuldeep singh,3134.0,2731.0,kuldeep_cl,0.0,1287.0,RT @divyaspandana: It’s April 1st Mitron. #ModiMatBanao https://t.co/Ywmx1tVD0J,"Business owner, love politics.","Milan, MI"
2019-04-01 12:02:28,shekhar jha,62.0,126.0,KumarShek,0.0,217.0,"RT @SalmanSoz: Dear PM @narendramodi:

Hindu Muslim Sikh Issai

Aapas main hain bhai bhai

#ChildhoodLesson
#ModiMatBanao","#Main bhi Gandhi
🙏✌","Patna, India"
2019-04-01 12:02:27,Chowkidar Chor Hai   Faiz Mohd. Khan,3319.0,2496.0,khan96faiz,0.0,14.0,RT @KPadmaRani1: #ModiMatBanao https://t.co/N1AD4KD6Rv,Gen. Secretary District Congress Committee (City) Delhi & Ex. Secretary DPCC (M.C) member/volunteer Digital team Indian National Congress.,"Chandni Chowk, New Delhi"
2019-04-01 12:02:25,Col Dinesh Kumar(R),5290.0,280.0,kkhushal9,0.0,71.0,"RT @rkhuria: #modiMatBanao What do u call a man who spends 110,000 crore on Bullet Train to satisfy his overgrown, bloated ego but question…",I am a retired army officer. I would like to interact with right thinking people and  contribute to make our country a better place to live in.,
2019-04-01 12:02:25,Astronaut Ganesh Gaitonde,385.0,170.0,Ganeshgaitond,0.0,28.0,"RT @RoshanKrRai: India has around 80% Hindus

Majority of India's Loksabha seats are Hindu Majority and the Congress and all the other part…","#Banker, #MSDians, #CSK ,Cricket Lover, support of Honest Politics , RTs not Endorsement","गोपाल मठ, बंबई"
2019-04-01 12:02:24,Berojgar Akash .....,98.0,785.0,recoveringAkash,0.0,143.0,"RT @Fekoslovakian: अप्रैल फूल बनाया तो उनको जुस्सा आया!😂😂😂
#ModiMatBanao #AprilFools #fekudivas https://t.co/5INMLUrom5","Do whatever you want to do man....
simple indian with spiritual way.",india
2019-04-01 12:02:23,Firoz فیروز ফিরোজ,1373.0,622.0,tweets_fa,0.0,114.0,"RT @Yogita_singh11: मेरे हिसाब से @kanhaiyakumar का सपोर्ट उतना ही जरूरी है जितना इस नफरत भरी सरकार को हराना

क्योकि कन्हैया अगर हारा तो हर…","The world will not be destroyed by those who do evil, but by those who watch them without doing anything : Albert Einstein 



RTs not necessarily endorsement.","New Delhi, India"
2019-04-01 12:02:23,Siddhesh Jadhav,2098.0,176.0,siddhshabd,0.0,1292.0,"RT @dhruv_rathee: ""We never said we will jail Robert Vadra""
""We said we will jail corrupts""
""Robert Vadra did rampant corruption"" 

Khud hi…","मराठी लेखक @91mobiles, स्वयंघोषित कवी. अधिक माहिती साठी siddhshabd असा गूगल सर्च करावा. Like करा: https://t.co/1kughH2rAc आणि YT ला subscribe करून ठेवा👇",इथेच कुठेतरी 
2019-04-01 12:02:23,Nitesh Pusham,3.0,13.0,NiteshPusham5,0.0,91.0,"RT @heartindia_: #ModiMatBanao ""AmitShah "" Saying https://t.co/YCaEQhXYD4","Master's in Biotech/
Volunteer/
Extrovert/
Avid reader/ 
Man in nation building|",
2019-04-01 12:02:22,#एक_ही_चौकीदार_चोर_है।,2076.0,953.0,vilassawadh,0.0,55.0,"RT @Anish_Cherian: Happy Modi Day .

April FoolsDay ~~ #FekuDiwas

#ModiMatBanao https://t.co/OFWZceB5ep","Believes in Congress party. Believes in
Sonia, Rahul, and Priyanka, Will lead the
Nation to the glorious future, of the country.",
2019-04-01 12:02:18,Abhinav Singh Malik,1474.0,266.0,abhinavsinghinc,0.0,21.0,"RT @keshavyadaviyc: मिस्टर चौकीदार साहब को उनके विशेष दिवस(मूर्ख दिवस)के लिए हार्दिक बधाई , मैं ईश्वर से प्रार्थना करता हूँ की उन्हें सद्बु…","Advocate, National Coordinator @NSUI, Ex. State General Secretary & State Coordinator @NSUIUttarakhand, Ex. State General Secretary @INCUttarakhand (IT)",India
2019-04-01 12:02:18,bishnu poudel,985.0,1007.0,bishnupoudel964,0.0,97.0,"RT @Vidyaraj51: Whether it is giving Rs. 15 lakh to every Indian, providing 2 crore jobs, showing laal aankh to China &amp; Pakistan, building…",Struggle for existence,Butwal Nepal 
2019-04-01 12:02:16,prakash bengani,285.0,109.0,bengani,2.0,0.0,"आज की सबसे बड़ी खबर , आज सभी के अकाउंट मैं १५ लाख आने वाले हें , अपना अकाउंट चेक करते रहें फिट कुछ समय बाद हर साल ७… https://t.co/l0tUD7N5o8",create a community from india,Delhi
2019-04-01 12:02:14,Ashutosh Patel,1.0,0.0,Ashutos48341522,1.0,0.0,"#ModiMatBanao
We don't need Modi nor we need Rahul
We just need a democratic republic
#indiawins
#vote
#vote4pride",,
2019-04-01 12:02:12,#एक_ही_चौकीदार_चोर_है।,2076.0,953.0,vilassawadh,0.0,56.0,"RT @madhavmantri1: “The progress of the MUDRA Yojana has been very encouraging. Last year, nearly three and a half crore people have benefi…","Believes in Congress party. Believes in
Sonia, Rahul, and Priyanka, Will lead the
Nation to the glorious future, of the country.",
2019-04-01 12:02:11,Gaurav Bharti,1118.0,66.0,Gauravbhrtinsui,0.0,346.0,"RT @sushmitadevmp: I dedicate April’s fools day to the NDA government. For fooling the people of India in the name of employment, black mon…","District Secretary @iyc, State Coordinator @nsui, Ex. State Commety Member @inc Uttarakhand IT , Ex. district Vice president @inc Dehradun IT",Uttrakhand
2019-04-01 12:02:08,Rajendra Thanvu,24.0,78.0,RThanvu,0.0,243.0,"RT @IYC: मिस्टर चौकीदार साहब को उनके विशेष दिवस(मूर्ख दिवस)के लिए हार्दिक बधाई , हम ईश्वर से प्रार्थना करते हैं की उन्हें सद्बुद्धि दे #Mod…","youth congres (S.M)Dist.prabhari
              jodhpur(raj)",
2019-04-01 12:02:07,Nandan,30.0,1012.0,champak_one,0.0,217.0,"RT @SalmanSoz: Dear PM @narendramodi:

Hindu Muslim Sikh Issai

Aapas main hain bhai bhai

#ChildhoodLesson
#ModiMatBanao",Socho Samjho fir tweet karo or tum toh mat hi karo toh accha!!,Mumbai
2019-04-01 12:02:06,bishnu poudel,985.0,1007.0,bishnupoudel964,0.0,202.0,"RT @KaulRudresh: 5 years pf Modi have been a fraud! 

🗣️Rs. 15 lakh to every Indian

🗣️10 crore jobs

🗣️Laal aankh to China &amp; Pakistan

🗣️1…",Struggle for existence,Butwal Nepal 
2019-04-01 12:02:05,चौकीदार मोहम्मद पैग़म्बर محمد پامم,30.0,10.0,SIH2021,0.0,1.0,"RT @aaliyagoyel1: #RobertVadra gets anticipatory bail in money laundering case
https://t.co/1e5HglivC2
#Moneylaunderingcase #Priyankagandhi…","International madarsa Institute of puncture and welding
🕋",7 वे आसमान पर
2019-04-01 12:01:59,Salman Anees Soz,39355.0,972.0,SalmanSoz,25.0,10.0,BJP ruled Madhya Pradesh for 15 long years. Migration from MP is one of the highest in the country. Same for BJP-ru… https://t.co/lPgakCfceI,"Development consultant, economic commentator, Member @incindia, @profcong. Ex-@worldbank, DoubleClick",Here and there
2019-04-01 12:01:57,Rajendra Thanvu,24.0,78.0,RThanvu,0.0,37.0,"RT @_lokeshsharma: कैमरे पर चुनावी फसल काटती भाजपा की अदाकारा!!
#ModiMatBanao 
#AprilFools 
#AprilFoolDay https://t.co/Vfp6WXcfbs","youth congres (S.M)Dist.prabhari
              jodhpur(raj)",
2019-04-01 12:01:57,Gaurav Bharti,1118.0,66.0,Gauravbhrtinsui,0.0,21.0,"RT @keshavyadaviyc: मिस्टर चौकीदार साहब को उनके विशेष दिवस(मूर्ख दिवस)के लिए हार्दिक बधाई , मैं ईश्वर से प्रार्थना करता हूँ की उन्हें सद्बु…","District Secretary @iyc, State Coordinator @nsui, Ex. State Commety Member @inc Uttarakhand IT , Ex. district Vice president @inc Dehradun IT",Uttrakhand
2019-04-01 12:01:57,MJ,21.0,19.0,MJ88351556,0.0,1260.0,"RT @JM_Scindia: देखिये कैसे आपके चौकीदार,
ले कर आये जुमलों का भंडार।

कहा गई 2 करोड़ नोकरियाँ?
दुगनी आय? हर खाते में 15 लाख?

बस बता रहे है…","Youths revolutionary motivational & inspirational personality.
koshish bhi kar ummid bhi rakh.raasta bhi chun.phir uske baad thoda muqaddar talaash kar.",konkan region Maharashtra.
2019-04-01 12:01:55,#एक_ही_चौकीदार_चोर_है।,2076.0,953.0,vilassawadh,0.0,104.0,"RT @geetv79: Now desperate Modi indulges in corrupt electoral practice, by violating SC order that stated that politicians invoking religio…","Believes in Congress party. Believes in
Sonia, Rahul, and Priyanka, Will lead the
Nation to the glorious future, of the country.",
2019-04-01 12:01:54,Alim Sheik,0.0,39.0,AlimShe24495120,1.0,0.0,@dhruv_rathee #ModiMatBanao chowkidar chor hai,next pm rahul ji,mursedabad
2019-04-01 12:01:52,Gaurav Bharti,1118.0,66.0,Gauravbhrtinsui,0.0,23.0,"RT @srinivasiyc: LOL. Just proves BJP has no guts to stand in front of a towering leader like Shri @RahulGandhi!

#ModiMatBanao https://t.c…","District Secretary @iyc, State Coordinator @nsui, Ex. State Commety Member @inc Uttarakhand IT , Ex. district Vice president @inc Dehradun IT",Uttrakhand
2019-04-01 12:01:51,sunil maheshwari,22.0,78.0,sunilmahesh121,1.0,0.0,"#AprilFools #ModiMatBanao 
विकास,गुजरात माॅडल,15लाख, 2 करोड़ रोजगार,काला धन,धारा 370,राम मंदिर,स्मार्ट सिटी,स्टार्ट… https://t.co/KJQxoOlT7K",,India
2019-04-01 12:01:44,AkilaTn,72.0,53.0,akila_tn,0.0,28.0,"RT @RoshanKrRai: India has around 80% Hindus

Majority of India's Loksabha seats are Hindu Majority and the Congress and all the other part…",,"Tamil Nadu, India"
2019-04-01 12:01:44,Bappi Dutta,24.0,107.0,BappiDutta20,0.0,1292.0,"RT @dhruv_rathee: ""We never said we will jail Robert Vadra""
""We said we will jail corrupts""
""Robert Vadra did rampant corruption"" 

Khud hi…",,
2019-04-01 12:01:44,Harshit | हर्षित 🇮🇳,290.0,17.0,harshitnarwana,0.0,1292.0,"RT @dhruv_rathee: ""We never said we will jail Robert Vadra""
""We said we will jail corrupts""
""Robert Vadra did rampant corruption"" 

Khud hi…","Member, National Cabinet @Youth4Swaraj",Chandigarh🌝 | Panchkula 🌚
2019-04-01 12:01:43,SaNjaY KuMaWaT,2998.0,34.0,faithfulsanju,0.0,243.0,"RT @MahilaCongress: A jumla sarkar who doesn't believe in the tokenism of #AprilFoolDay
They believe in 5 years of fooling the nation into…","✝Truth alone Triumphs*.                                         
KABIR IS THE ONLY GOD🔮","Mumbai, India"
2019-04-01 12:01:40,VISHAL,3483.0,301.0,V1SH4L,0.0,1292.0,"RT @dhruv_rathee: ""We never said we will jail Robert Vadra""
""We said we will jail corrupts""
""Robert Vadra did rampant corruption"" 

Khud hi…",Cinephile. ICT Fan. Too Political.,Nawada/Delhi
2019-04-01 12:01:36,bishnu poudel,985.0,1007.0,bishnupoudel964,0.0,236.0,"RT @Pawankhera: On #UjjwalaScheme and #PMAY, people of #Odisha are telling @sambitswaraj #ModiMatBanao https://t.co/F86XrjS7Bz",Struggle for existence,Butwal Nepal 
2019-04-01 12:01:36,#एक_ही_चौकीदार_चोर_है।,2076.0,953.0,vilassawadh,0.0,113.0,"RT @KumariRukshmani: Whether it is giving Rs. 15 lakh to every Indian, providing 2 crore jobs, showing laal aankh to China &amp; Pakistan, buil…","Believes in Congress party. Believes in
Sonia, Rahul, and Priyanka, Will lead the
Nation to the glorious future, of the country.",
2019-04-01 12:01:35,Manoj Mehra,281.0,196.0,ManojMehra2610,0.0,1.0,RT @ManojMehra2610: ROFL! #ModiMatBanao #RobertVadra https://t.co/bCYdJ1kFPS,Proud Indian | Blogger | Love Music | Desperate | Hate liars | Rebel | Moody | Messed up life | Everyone gets upset with me at some point |,India
2019-04-01 12:01:33,Himanshu Gandhi,2178.0,1955.0,gandhiincindia,0.0,21.0,"RT @keshavyadaviyc: मिस्टर चौकीदार साहब को उनके विशेष दिवस(मूर्ख दिवस)के लिए हार्दिक बधाई , मैं ईश्वर से प्रार्थना करता हूँ की उन्हें सद्बु…","Ex- District Secretary NSUI,Nainital🇮🇳 Ex-Assembly President IT Uttarakhand Congress","Canal Colony, Haldwani"
2019-04-01 12:01:33,Haseeb khan,247.0,171.0,HaseebK91335230,0.0,211.0,"RT @IYC: पांच सालों में देश हुआ बेहाल
पर भाजपा के नेता हो गए हैं मालामाल
#ModiMatBanao 

@RahulGandhi @priyankagandhi https://t.co/gul8aMSO…",Jai Bharat,lucknow
2019-04-01 12:01:30,I AM CONGRESS,45.0,53.0,harishklclk,0.0,71.0,RT @Neerajkundan: What Modi had promised was to bring the black money back to India; instead he has helped those money launders fly off fro…,Harishkl S/o Lokesh K Sri hari Nilaya TR Nagara  Challakere  Qualification  BA . Interest in Social Service,challakere
2019-04-01 12:01:30,Srinivas B V,38505.0,2634.0,srinivasiyc,46.0,23.0,"LOL. Just proves BJP has no guts to stand in front of a towering leader like Shri @RahulGandhi!

#ModiMatBanao https://t.co/UdVu0fyHT4",National Vice President IYC | Best Youth Worker awardee - Karnataka State Government | Views are purely personal.,Bengaluru
2019-04-01 12:01:27,bishnu poudel,985.0,1007.0,bishnupoudel964,0.0,846.0,"RT @INCIndia: They really have put in a lot of thought. Take a closer look. 
#ModiMatBanao https://t.co/FvtiE8jEd2",Struggle for existence,Butwal Nepal 
2019-04-01 12:01:27,Prince_akib_04,63.0,290.0,Prince_akib_04,0.0,2.0,"RT @naqvi2017: #ModiMatBanao
हद है यार कुछ भी 😂😂😁😃😃😃
#FekuDiwas https://t.co/M2WL5oNers","अंधे भक्त दूर रहे                                       
                                                                       यहां अंधे भक्तों को पेला जाता है","Khandwa, India"
2019-04-01 12:01:25,If Movie Is Good 🔥,98.0,66.0,AamirianRancho_,0.0,700.0,"RT @imMAK02: Modi : ""All politicians with criminal background will be prosecuted in special courts and they will be in Jail within one year…",,
2019-04-01 12:01:25,Manish kumar,38.0,201.0,Manishk99451083,1.0,0.0,"@sardesairajdeep GST, demonetisation, job, Kala dhan से कुछ प्राप्त किया होता तो राष्ट्रवाद पर प्रवचन नहीं सुनने को मिलते #ModiMatBanao","गर तुझको गुरूर है सत्ता का इस कदर तो ,
हम भी तख़्तो ताज को पलटने का हुनर रखते हैं ।",Jaipur 
2019-04-01 12:01:24,SIKANDER Ma,9.0,183.0,SIKANDERMa1,0.0,846.0,"RT @INCIndia: They really have put in a lot of thought. Take a closer look. 
#ModiMatBanao https://t.co/FvtiE8jEd2",,
2019-04-01 12:01:20,Manoj Mehra,281.0,196.0,ManojMehra2610,2.0,1.0,ROFL! #ModiMatBanao #RobertVadra https://t.co/bCYdJ1kFPS,Proud Indian | Blogger | Love Music | Desperate | Hate liars | Rebel | Moody | Messed up life | Everyone gets upset with me at some point |,India
2019-04-01 12:01:18,Kuriakose Varghese,60.0,2214.0,albypanakalam,0.0,185.0,"RT @geetv79: Remember #ModiLies promised before 2014?
How many honest taxpayers &amp; salaried employees received the reward👇of  
5-10% of the…",A common man.,"Bengaluru, India"
2019-04-01 12:01:18,Keshav Chand Yadav,40075.0,273.0,keshavyadaviyc,47.0,21.0,"मिस्टर चौकीदार साहब को उनके विशेष दिवस(मूर्ख दिवस)के लिए हार्दिक बधाई , मैं ईश्वर से प्रार्थना करता हूँ की उन्हें स… https://t.co/mYkK3zZvM8","National President, Indian Youth Congress @IYC","New Delhi, India"
2019-04-01 12:01:17,#एक_ही_चौकीदार_चोर_है।,2076.0,953.0,vilassawadh,0.0,185.0,"RT @geetv79: Remember #ModiLies promised before 2014?
How many honest taxpayers &amp; salaried employees received the reward👇of  
5-10% of the…","Believes in Congress party. Believes in
Sonia, Rahul, and Priyanka, Will lead the
Nation to the glorious future, of the country.",
2019-04-01 12:01:15,SANJAY ARYA,19.0,162.0,SANJAYA09630605,0.0,81.0,"RT @INCMumbai: काळ्यापैशांचा कुठेही पत्ता नाही, निरव मोदींवर अजूनही काही कारवाही झाली नाही आणि महत्वाचे म्हणजे युवकांना अजूनही नोकऱ्या मिळत…",,
2019-04-01 12:01:14,Yash,154.0,907.0,Girish24074485,0.0,14.0,RT @top_gun55: @ShashiTharoor @INCKerala The BJP which has been hiding behind the army &amp; taking refuge in nationalism to divert attention f…,"True Congressi. Follower of Mahatma Gandhiji. 
Believes in paying forward.",
2019-04-01 12:01:12,Deshbhakt Pinakin Mehta,1587.0,1040.0,PinakinMehta1,0.0,211.0,"RT @IYC: पांच सालों में देश हुआ बेहाल
पर भाजपा के नेता हो गए हैं मालामाल
#ModiMatBanao 

@RahulGandhi @priyankagandhi https://t.co/gul8aMSO…",Mechanical Engineer,Mumbai
2019-04-01 12:01:12,Deshbhakt Pinakin Mehta,1587.0,1040.0,PinakinMehta1,0.0,107.0,"RT @INCGujarat: 5 साल पूरे हो गए मोदी जी पर आम जनता के अच्छें दिन वापस नहीं आए। 

 #ModiMatBanao https://t.co/3jVyJmvOd6",Mechanical Engineer,Mumbai
2019-04-01 12:01:09,bishnu poudel,985.0,1007.0,bishnupoudel964,0.0,1287.0,RT @divyaspandana: It’s April 1st Mitron. #ModiMatBanao https://t.co/Ywmx1tVD0J,Struggle for existence,Butwal Nepal 
2019-04-01 12:01:09,Gouri Sharma,5.0,9.0,Igourisharma,2.0,0.0,"@INCPuducherry Rahul with young INDIA
                                      -  @RahulGandhi (pappu)

IF YOU BELIEVE… https://t.co/xkM3fl26iM",,"Delhi, India"
2019-04-01 12:01:08,I AM CONGRESS,45.0,53.0,harishklclk,0.0,217.0,"RT @INCTelangana: Modi had promised to curtail inflation, but after 5 years in goverment it is very clear that 
Modi Ji is not at all conce…",Harishkl S/o Lokesh K Sri hari Nilaya TR Nagara  Challakere  Qualification  BA . Interest in Social Service,challakere
2019-04-01 12:01:08,Daredevil.,1048.0,286.0,DonEsQue,0.0,284.0,"RT @SalmanSoz: 🤔

Chhattisgarh - Hindus 93.25%
Madhya Pradesh - Hindus 90.89%
Rajasthan - Hindus 88.49%

Source: Census 2011

Congress 3 -…","Dismissive of the Virtuous, Unaware of the Beauty, Uncomprehending in the face of Happy. Pure and Cold reasons above all. Fan account.","Kolkata, West Bengal"
2019-04-01 12:01:07,HarrY bHai,2278.0,1209.0,sirshahi,0.0,530.0,"RT @Pawankhera: आज कल मोदी जी के समर्थक बड़े परेशान हैं। जहाँ वोट माँगने जाते हैं, वहीं वोटर बोल देता है “भाई यहाँ से जाओ, हमें फिर से #Mod…","#IndependentThinker #pOetRyLoVeR #traveller 
#Always_in_Favour_Of_them_who_have_dare_to_speak_truth_for_Nation
#FolLoW_BaCk_miLeGa",RUDRAPUR (UK)
2019-04-01 12:01:06,Shakti S.,537.0,73.0,shaktishekhar39,0.0,700.0,"RT @imMAK02: Modi : ""All politicians with criminal background will be prosecuted in special courts and they will be in Jail within one year…",Engineer by Profession | Artist by Nature | Bikes | Mountains | Trekking | Highway |  AAP |,India
2019-04-01 12:01:05,Mohammad Sonu Iqbal,187.0,283.0,MohammadSonuIq1,0.0,9.0,"RT @Ayaz_Ind: मासूमों की जिन्दगी से खेलती बीजेपी :

देखिये, मोदी और भाजपा किस तरह से स्कूल जाने की उम्र में नाबालिग बच्चों को चौकीदार बनाकर…",,Riyadh
2019-04-01 12:01:05,SIKANDER Ma,9.0,183.0,SIKANDERMa1,0.0,59.0,"RT @INCKarnataka: .@narendramodi came to Karnataka and said Government had not implemented farm loan waiver. Dear PM avre, 10 lakh farmers…",,
2019-04-01 12:01:02,niftytrader,253.0,439.0,niftypost,0.0,229.0,"RT @RuchiraC: महिला सुरक्षा पर देश को 'मोदी' बनाने वालों, जनता माफ नहीं करेगी! #ModiMatBanao https://t.co/8b3yvVBk36",,
2019-04-01 12:01:01,Aditya Ojha,327.0,322.0,adityaojha075,1.0,0.0,"Dear Prime minister,

Kindly refer to the basics
#ModiMatBanao https://t.co/6Dfivhh1jM","अपनी बातों को चाशनी के साथ मिलाकर परोस्ताँ हूँ।
आपको कड़वी लगी क्या?

DATA SCIENTIST

Member @profcong Pune chapter

 ब्लॉग @  https://t.co/iucY7Ke6Qv|","Pune, India"
2019-04-01 12:01:01,If Movie Is Good 🔥,98.0,66.0,AamirianRancho_,0.0,71.0,"RT @anantsoniINC: My favourite pranks for this #AprilFools 

#ModiMatBanao https://t.co/VSMuyGRDAQ",,
2019-04-01 12:01:00,Vishal,1.0,23.0,Vishal24199606,0.0,1292.0,"RT @dhruv_rathee: ""We never said we will jail Robert Vadra""
""We said we will jail corrupts""
""Robert Vadra did rampant corruption"" 

Khud hi…",be positive,
2019-04-01 12:00:59,parvesh shrma,236.0,128.0,parveshSharmad,0.0,10.0,"RT @_KulwantDSingh: #IndiaSaysNaMoAgain
And
#RobertVadra says
#ModiMatBanao
But I says
Don't make #AprilFools
Of
Indian people
On the name…","kABiR yH mAyA aTpTi ,sAb gHaT aAn aDi.
kiS_kiS kO sAnJhAu,yA kunYe bHaNg pDi.sAhEb hi sTy hEE........",
2019-04-01 12:00:59,HarrY bHai,2278.0,1209.0,sirshahi,0.0,47.0,RT @vikasspandey: PM @narendramodi addressed the 1st Loksabha rally in Maharashtra at Wardha. Ground of 25K ppl capacity was half empty !…,"#IndependentThinker #pOetRyLoVeR #traveller 
#Always_in_Favour_Of_them_who_have_dare_to_speak_truth_for_Nation
#FolLoW_BaCk_miLeGa",RUDRAPUR (UK)
2019-04-01 12:00:58,Enganche,138.0,930.0,drzal_af,0.0,217.0,"RT @SalmanSoz: Dear PM @narendramodi:

Hindu Muslim Sikh Issai

Aapas main hain bhai bhai

#ChildhoodLesson
#ModiMatBanao","Doctor, football enthusiast,Culé",
2019-04-01 12:00:56,ஒப்பில்லாள் 💕,395.0,187.0,Naanee33,0.0,284.0,"RT @SalmanSoz: 🤔

Chhattisgarh - Hindus 93.25%
Madhya Pradesh - Hindus 90.89%
Rajasthan - Hindus 88.49%

Source: Census 2011

Congress 3 -…",சும்மா பேசலாமே,"Chennai, India"
2019-04-01 12:00:55,#NYAYFORINDIA Rahmat Khan,9.0,44.0,RahmatK73953403,0.0,136.0,"RT @INCMP: मोदीराज की एक ही है कहानी,
पकोड़े का ठेला, आँखों में पानी।

जो कहा, 
वो किया नही,

जो किया,
वो हुआ नही,

जो हुआ,
वो दिखा नही,…",s/o late M. Y. Khan,"Panna, India"
2019-04-01 12:00:55,Sonu Singh,385.0,790.0,satsahib22018,0.0,12.0,"RT @SanjuSh85548066: #ModiMatBanao
#सरासर_अन्याय
Where do the evils like corruption arise from? It comes from the never-ending greed.
Ajay…",जीने की राह एक अनमोल पुस्तक है।  सत् साहेब  🔶8684849141🔶💯®,India
2019-04-01 12:00:53,Advocate Emraan,55.0,85.0,AdvocateEmraan,0.0,530.0,"RT @Pawankhera: आज कल मोदी जी के समर्थक बड़े परेशान हैं। जहाँ वोट माँगने जाते हैं, वहीं वोटर बोल देता है “भाई यहाँ से जाओ, हमें फिर से #Mod…",,"Himachal Pradesh, India"
2019-04-01 12:00:50,inderjeet,63.0,129.0,hrdikkrao0309,0.0,114.0,"RT @Yogita_singh11: मेरे हिसाब से @kanhaiyakumar का सपोर्ट उतना ही जरूरी है जितना इस नफरत भरी सरकार को हराना

क्योकि कन्हैया अगर हारा तो हर…",,mahendergarh
2019-04-01 12:00:49,Rishab Sharma,7.0,33.0,imrishab09,1.0,0.0,#ModiMatBanao https://t.co/aWDCeNinuI,,
2019-04-01 12:00:49,vaibhaw,57.0,285.0,veer03167917,0.0,148.0,"RT @IYC: लोगों का मनोरंजन करते भाजपा के नेता
#ModiMatBanao https://t.co/Rq2jXhCfTX",Being a CA(F) Student,Lucknow India
2019-04-01 12:00:48,Raghvendra Singh,150.0,70.0,raghvendras86,0.0,8.0,"RT @ameetasinh: In the last 5 years, govt has made a mountain of a mole hill of every scheme and initiative that it has launched till now,…",अखिल भारतीय क्षत्रिय महासभा युवा आईटी प्रभारी फैजाबाद मण्डल,Amethi 
2019-04-01 12:00:47,Zikra✋,109.0,104.0,Zikra0807,0.0,28.0,"RT @RoshanKrRai: India has around 80% Hindus

Majority of India's Loksabha seats are Hindu Majority and the Congress and all the other part…",Biggest fan of Rahul Gandhi and supporter of Indian National Congress,
2019-04-01 12:00:47,Mohammad Zafar,76.0,584.0,zafarMohammad,0.0,1292.0,"RT @dhruv_rathee: ""We never said we will jail Robert Vadra""
""We said we will jail corrupts""
""Robert Vadra did rampant corruption"" 

Khud hi…",,
2019-04-01 12:00:45,Venkata B,49.0,290.0,Venkata_BVD,0.0,1292.0,"RT @dhruv_rathee: ""We never said we will jail Robert Vadra""
""We said we will jail corrupts""
""Robert Vadra did rampant corruption"" 

Khud hi…",Technology Consultant,"Hyderabad, India"
2019-04-01 12:00:45,GUPTA ANKIT,387.0,898.0,Ankitku75156242,0.0,217.0,"RT @SalmanSoz: Dear PM @narendramodi:

Hindu Muslim Sikh Issai

Aapas main hain bhai bhai

#ChildhoodLesson
#ModiMatBanao","#चौकीदार_चोर_है
100% follow back",
